Quarter,Hour
0.100774,55.171045
0.100774,61.186502
0.100774,32.559388
0.100774,41.975378
0.139938,39.690708
0.296594,35.7129
0.296594,32.396105
0.296594,56.116273
0.296594,34.501022
0.296594,22.548669
0.296594,14.038668
0.296594,27.131876
0.296594,21.355461
0.296594,28.328291
0.296594,14.663394
0.296594,22.94745
0.296594,35.656911
0.249566,37.556527
0.19582,52.004825
0.19582,51.551078
0.19582,84.290521
0.19582,97.508683
0.19582,59.273365
0.19582,51.212055
0.19582,71.840988
0,60.407725
0,61.672527
0,0
0,179.742801
0,1486.844185
0,1031.389078
0,1697.056581
0,189.746538
0,249.428044
0,207.003642
0,125.99325
0,146.933398
0.121676,322.315502
0.086192,276.127786
0.16896,254.21541
0.224139,196.498804
0.224139,117.334684
0.224139,202.804231
0.224139,326.215554
0.224139,292.439789
0.224139,246.860175
0.224139,294.234807
0.224139,107.192069
0.224139,713.46189
0.224139,975.480252
0.224139,1438.230394
0.224139,667.21373
0.224139,0
0.224139,0
0.224139,652.290709
0.224139,1130.424197
0.224139,1284.077633
0.224139,580.098679
0.224139,143.473825
0.224139,105.299493
0.224139,215.528912
0.224139,354.672487
0.224139,252.148571
0.224139,191.484637
0.224139,133.53861
0.224139,97.226049
0.224139,170.776357
0.224139,377.711731
0.224139,29.839314
0.224139,91.490819
0.224139,107.036806
0.224139,76.259264
0.224139,88.641892
0.224139,73.916191
0.224139,67.147403
0.224139,43.664423
0.158622,46.404911
0,44.285208
0,24.429116
0,64.276116
0,40.934127
0,52.732912
0,28.772476
0,24.739976
0,21.003142
0,34.806622
0,39.025183
0,23.588272
0,35.247799
0,62.340949
0,87.175631
0,76.082711
0,88.745729
0,87.254427
0,107.67993
0,61.591206
0,60.532202
0,94.516586
0.052708,72.426309
0.112945,64.726297
0.112945,52.132522
0.112945,35.1285
0.112945,79.745298
0.112945,48.005912
0.112945,70.894197
0.112945,71.083328
0.112945,88.063551
0.112945,45.375106
0.112945,21.87861
0.112945,44.623261
0.112945,31.221573
0.112945,37.797181
0.112945,28.429114
0.112945,44.015119
0.112945,53.816368
0.112945,52.215145
0.112945,78.667927
0.112945,54.025734
0.112945,89.266526
0.112945,40.124895
0.112945,61.996476
0.112945,58.669744
0.112945,48.858609
0.112945,64.928582
0.112945,74.732462
0.112945,66.824133
0.067767,69.19837
0,1127.568572
0,0
0,0
0,929.000269
0,1789.012979
0,838.725795
0.227531,331.051939
0.261102,271.642625
0.261102,119.699752
0.261102,230.058935
0.261102,315.411772
0.261102,321.638858
0.261102,217.046922
0.261102,88.460125
0.261102,154.11382
0.261102,367.500927
0.261102,271.80155
0.261102,225.962037
0.261102,180.903261
0.261102,99.802184
0.261102,81.789134
0.261102,0
0.261102,0
0.261102,0
0.261102,0
0.261102,0
0.261102,0
0.261102,0
0.261102,0
0.261102,0
0.261102,34.915811
0.261102,107.850837
0.261102,239.344279
0.261102,324.3445
0.261102,322.91089
0.261102,340.955601
0.261102,205.423277
0.261102,142.456159
0.261102,254.768709
0.261102,344.109028
0.261102,365.207326
0.261102,85.710175
0.261102,33.645454
0.261102,56.500451
0.261102,54.894969
0.21665,69.494529
0.200485,76.844052
0,65.37163
0,79.553728
0,40.770776
0,15.789251
0,27.152622
0,15.802624
0,15.802624
0,15.802624
0,31.036707
0,41.230736
0,20.301859
0,37.76835
0,70.453597
0,62.617929
0,52.836331
0,64.502302
0.286796,91.293389
0.466667,94.446205
0,84.551908
0,66.931026
0.014299,60.387575
0.214486,65.574637
0.288839,78.171318
0.326015,82.224631
0.326015,57.284514
0.326015,62.537443
0.326015,43.422334
0.326015,23.96821
0.326015,35.569788
0.326015,17.924
0.326015,53.770439
0.326015,37.32756
0.326015,17.924
0.326015,49.313485
0.326015,33.934841
0.326015,41.511626
0.326015,65.348395
0.326015,66.513315
0.326015,64.808525
0.326015,79.124707
0.326015,63.62138
0.326015,83.824736
0.183025,73.483116
0.111529,78.842883
0.111529,58.480592
0.111529,40.045522
0.111529,19.939416
0.111529,51.994359
0.111529,79.819599
0.111529,60.381842
0.074353,23.746009
0,33.054677
0,35.388676
0,0
0,0
0.007782,0
0.038908,0
0.126272,0
0.158041,0
0.158041,0
0.158041,0
0.158041,0
0.158041,179.525155
0.158041,186.005132
0.158041,385.288188
0.158041,283.845229
0.158041,171.880207
0.158041,194.660972
0.158041,179.18178
0.158041,217.974741
0.158041,364.817958
0.158041,379.477856
0.158041,346.815189
0.158041,242.701384
0.158041,130.496405
0.158041,154.503827
0.158041,240.849768
0.158041,0
0.158041,0
0.158041,0
0.158041,0
0.158041,0
0.158041,0
0.158041,0
0.158041,0
0.158041,0
0.158041,0
0.158041,131.368918
0.158041,134.834028
0.158041,342.893345
0.158041,212.459624
0.158041,207.691438
0.158041,160.71313
0.158041,83.314631
0,57.937135
0,89.738185
0,78.551131
0,90.827144
0,70.346309
0,51.882786
0,63.838174
0,35.028174
0,27.383688
0,45.115991
0,9.768891
0,25.697457
0,26.474012
0,31.307603
0,27.458851
0,60.552494
0.065497,51.665021
0.014907,43.713653
0.014907,61.999765
0.014907,79.781816
0.014907,68.359499
0.014907,68.736447
0.090209,71.607092
0.127859,42.158342
0.127859,74.775368
0.127859,80.555727
0.127859,111.072222
0.127859,108.510341
0.127859,28.152122
0.127859,73.420015
0.127859,114.448814
0.127859,76.714018
0.127859,85.093594
0.127859,76.994069
0.127859,55.581567
0.127859,42.207195
0.127859,46.95828
0.127859,38.570627
0.127859,22.965192
0.127859,33.775098
0.127859,40.655402
0.127859,53.789715
0.127859,58.196044
0.127859,79.673684
0.067618,102.839219
0.014907,84.150871
0.014907,88.159695
0.014907,56.118707
0.014907,41.38929
0.014907,57.11949
0.014907,26.253912
0.014907,66.088061
0.014907,37.443891
0.014907,21.262917
0.014907,35.89485
0.014907,21.870406
0.014907,18.470404
0.014907,15.160404
0.058361,35.820405
0.08733,0
0.08733,0
0.08733,0
0.08733,0
0.08733,0
0.08733,0
0.08733,0
0.08733,0
0.08733,0
0.08733,188.656799
0.08733,221.329183
0.08733,146.668131
0.08733,156.375564
0.08733,214.253139
0.08733,269.42528
0.08733,275.352903
0.08733,296.92454
0.08733,208.831514
0.08733,145.345092
0.08733,236.946111
0.08733,266.135916
0.08733,213.158716
0.08733,228.182711
0.08733,120.060783
0.08733,0
0.08733,0
0.08733,0
0.08733,0
0.08733,0
0.08733,0
0.08733,0
0.08733,0
0.08733,0
0.08733,0
0.08733,186.18638
0.08733,149.028134
0.08733,268.578514
0.08733,375.126697
0.029392,336.337382
0.014907,225.861066
0.014907,179.084879
0.014907,26.607647
0.014907,35.324584
0.014907,30.204584
0.014907,14.294584
0.014907,15.526428
0.014907,30.147301
0.014907,32.590986
0.014907,23.794705
0.014907,40.615303
0.014907,53.97245
0.014907,63.029479
0.014907,58.650934
0.014907,59.521606
0.014907,61.254729
0.014907,79.610454
0.014907,82.798789
0.014907,59.882061
0.027768,55.621473
0.207823,47.149973
0.207823,31.081936
0.207823,22.046796
0.207823,26.311094
0.207823,36.866821
0.207823,32.289876
0.207823,29.438935
0.207823,37.620059
0.207823,35.849135
0.207823,20.999716
0.207823,18.249716
0.207823,14.469716
0.207823,17.662308
0.207823,23.540535
0.207823,36.59784
0.207823,59.131755
0.207823,62.332309
0.207823,65.722421
0.207823,62.085133
0.207823,74.892366
0.207823,82.939508
0.207823,46.855622
0.207823,56.327549
0.207823,66.496257
0.092074,37.95763
0.014907,50.836148
0.014907,20.219166
0.013913,54.396595
0,41.332424
0,56.845723
0,32.573487
0,29.169116
0,34.161875
0,17.496358
0,15.247504
0,15.442812
0,15.442812
0,19.050296
0,32.028889
0,15.590172
0,32.074706
0,48.271657
0,46.20476
0,79.523872
0,104.891633
0,139.902539
0,92.787389
0,67.52194
0,52.834643
0,38.210862
0,85.410116
0,76.151682
0,57.715731
0,83.024093
0,127.635426
0,180.497171
0,311.8873
0,258.25446
0,247.263004
0,142.432348
0,143.424401
0,226.886455
0,408.054812
0,287.148815
0,197.038475
0,145.633734
0,112.566066
0,193.333453
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,125.531254
0,133.301018
0,220.335505
0,338.77843
0,312.611227
0,304.016888
0,257.014165
0,236.874744
0,236.447112
0,307.45325
0,196.138712
0,216.460637
0,93.923802
0,208.565068
0,334.747778
0,0
0,0
0,69.901915
0.259005,48.835702
0.647511,31.55478
1.025353,83.965717
1.162749,99.885356
1.162749,32.055785
1.162749,47.351978
1.162749,28.888576
1.162749,26.955236
1.162749,49.833841
1.162749,18.851913
1.162749,27.869852
1.162749,20.045612
1.162749,19.637177
1.162749,18.572148
1.162749,40.462828
0.731075,55.210347
0.515238,57.798232
0.515238,79.821052
0.515238,76.300912
0.515238,101.218542
0.515238,78.9443
0.515238,72.420123
0.515238,26.166619
0.137397,68.794248
0,82.929512
0,66.754847
0,44.39266
0,59.121787
0,29.435585
0,50.337477
0,35.291627
0,22.97472
0,32.4466
0,36.9266
0,37.423267
0,31.051183
0,27.31535
0.07212,22.409707
0.194451,18.665534
0.194451,23.740311
0.194451,28.921189
0.194451,34.044509
0.194451,50.236923
0.194451,52.705778
0.194451,59.650187
0.194451,83.369117
0.194451,43.308928
0.194451,31.409342
0.194451,51.518183
0.194451,52.768341
0.194451,64.747476
0.194451,15.554466
0.194451,22.721928
0.194451,23.303036
0.194451,10.892713
0.194451,31.231869
0.194451,61.020425
0.194451,12.62614
0.194451,210.95834
0.194451,143.945497
0.194451,87.972872
0.194451,195.645905
0.194451,348.434821
0.194451,203.1827
0.194451,222.86811
0.194451,241.735469
0.194451,189.317769
0.194451,201.576766
0.194451,229.217701
0.194451,244.353977
0.194451,321.80446
0.194451,268.644933
0.194451,0
0.194451,0
0.187147,0
0.084897,0
0.084897,0
0.084897,0
0.084897,0
0.084897,0
0.084897,0
0.084897,0
0.084897,230.13587
0.084897,168.207131
0.084897,145.450001
0.084897,193.467884
0.084897,360.613451
0.084897,230.953814
0.084897,205.941263
0.084897,161.57442
0.084897,146.682408
0.084897,225.346571
0.084897,433.22085
0.084897,272.042544
0.084897,227.443998
0.084897,122.261395
0.084897,81.674234
0.084897,0
0.342942,0
0.382641,40.068688
0.382641,70.140397
0.382641,53.325711
0.382641,42.744438
0.382641,40.337297
0.382641,43.283159
0.382641,23.771863
0.382641,15.400752
0.382641,15.400752
0.382641,15.400752
0.382641,22.284725
0.382641,18.99816
0.382641,37.725233
0.382641,68.127681
0.382641,42.604965
0.382641,60.131319
0.382641,64.567955
0.382641,103.572636
0.382641,87.043724
0.382641,100.15889
0.382641,81.840025
0.382641,63.43051
0.382641,26.542182
0.382641,65.325441
0.382641,65.664911
0.303243,66.890886
0,34.402258
0,37.38217
0,45.330585
0,38.518498
0,31.454425
0,41.952573
0,23.690545
0,13.058188
0.020543,26.964423
0.111622,27.904592
0.111622,35.041754
0.111622,58.152206
0.111622,79.17738
0.111622,46.195761
0.111622,109.680415
0.111622,70.114863
0.111622,57.473059
0.111622,41.616183
0.111622,92.404294
0.111622,70.243897
0.111622,60.400402
0.111622,55.116635
0.111622,71.495386
0.111622,96.393286
0.111622,41.824681
0.111622,43.880654
0.111622,56.054533
0.111622,124.855978
0.111622,92.852825
0.111622,71.710778
0.111622,37.649101
0.111622,18.414293
0.111622,43.454965
0.111622,0
0.111622,0
0.111622,110.903424
0.111622,137.152841
0.111622,81.615777
0.111622,200.265316
0.111622,408.907861
0.111622,351.691045
0.111622,227.739364
0.111622,202.569928
0.111622,121.109891
0.111622,188.375492
0.096739,344.4654
0,286.80262
0,186.165536
0,195.905498
0,106.478446
0,35.016566
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,60.641406
0,67.362816
0,148.67708
0,228.946489
0,216.36308
0,152.814826
0,112.907423
0,46.973059
0.023245,26.028462
0.034868,20.143998
0.034868,11.174194
0.034868,9.52384
0.034868,9.52384
0.034868,9.52384
0.034868,16.874911
0.034868,25.352962
0.034868,26.615516
0.034868,23.702315
0.034868,15.253916
0.034868,14.695785
0.034868,13.513231
0.034868,40.403617
0.034868,37.135769
0.034868,56.996444
0.034868,66.479425
0.034868,55.214499
0.034868,63.419426
0.034868,83.565796
0.034868,50.006048
0.034868,63.373866
0.034868,59.72202
0.034868,52.223151
0.034868,46.94877
0.034868,56.461372
0.034868,29.689037
0.034868,51.461321
0.034868,22.956049
0.034868,12.141501
0.034868,34.641781
0.034868,26.944089
0.034868,15.417528
0.034868,23.431157
0.034868,14.700728
0.034868,32.38891
0.034868,21.721641
0.034868,35.71206
0.034868,32.903802
0.034868,69.700285
0.034868,63.29263
0.034868,82.365033
0.034868,76.388459
0.034868,102.766483
0.034868,83.100752
0.034868,69.885962
0.034868,97.431251
0.034868,87.230934
0.034868,60.055093
0.034868,52.709873
0.034868,11.624993
0.034868,25.34351
0.034868,45.690036
0.034868,35.085144
0.034868,33.312105
0.034868,35.720813
0.034868,33.043299
0.034868,24.03434
0.034868,19.23434
0.034868,19.23434
0.034868,21.795965
0.034868,33.710516
0.034868,39.273991
0.034868,53.337049
0.034868,49.330286
0.034868,0
0.034868,0
0.034868,223.567444
0.034868,240.687544
0.034868,179.279437
0.034868,139.337107
0.034868,98.123265
0.034868,205.420784
0.016272,377.351557
0,248.067455
0,210.914746
0,157.397531
0,137.035613
0,186.518132
0,410.035148
0,308.974688
0,229.449087
0,41.198696
0,0
0,0
0,0
0,0
0,0
0.022102,0
0.165764,0
0.165764,0
0.165764,0
0.165764,20.780581
0.165764,39.546752
0.165764,95.347959
0.165764,75.653247
0.165764,173.770066
0.165764,355.692412
0.165764,302.637813
0.165764,182.519748
0.165764,205.086946
0.165764,84.858869
0.165764,149.568244
0.165764,331.107615
0.165764,278.101374
0.165764,286.907785
0.165764,22.062689
0.165764,11.942864
0.165764,12.583068
0.132611,38.832841
0,44.407577
0,66.852109
0,70.466992
0,50.002276
0,72.901876
0,102.32401
0.003188,52.720578
0.015942,77.761126
0.015942,72.420636
0.015942,78.060532
32.138124,64.250261
20.224532,57.545127
14.702194,98.197473
10.632709,104.561323
26.333311,72.271003
13.944628,54.646055
11.458664,86.808144
5.841752,100.752904
8.585875,56.278336
10.150503,47.31247
16.98103,48.721268
12.536251,36.774308
13.845187,13.391946
10.242716,20.557613
8.091812,32.080816
10.144971,31.426342
13.366381,53.783151
10.852134,55.959674
16.545229,86.765815
11.000019,73.029809
9.594487,67.705994
7.858801,83.828044
7.858801,68.9867
7.858801,69.05696
4.685467,80.934183
3.098801,58.914634
3.098801,71.106328
3.098801,68.528191
3.098801,64.023968
3.098801,33.682191
3.098801,23.462714
3.098801,22.348868
3.098801,12.834252
3.626493,13.941127
6.001108,29.437377
3.098801,21.42499
3.098801,20.269411
3.098801,28.790488
3.098801,44.162231
3.098801,66.45958
3.098801,71.518253
7.986543,96.24811
13.506317,88.638417
9.003543,91.482305
3.098801,99.902375
5.989801,0
4.797801,0
9.192801,0
9.853801,0
7.140601,0
6.114372,68.284258
5.643706,297.359762
5.858017,269.218424
3.168491,201.847781
8.471054,99.228472
5.86195,290.563288
12.229638,241.598885
9.164965,239.416142
9.902097,126.624925
17.262672,109.357678
17.397141,226.115353
17.541243,422.704743
16.587285,250.143654
15.581401,244.250246
15.685811,193.819415
16.182018,71.407292
9.281887,0
12.340825,0
17.760051,0
20.260699,0
18.813033,0
22.448083,0
26.48194,0
28.858874,0
19.469256,0
23.410351,29.641925
30.510893,124.820743
25.228682,67.374857
19.179351,198.06249
11.87552,255.860716
10.021462,267.983398
10.376579,201.912642
14.863655,86.443953
10.612492,77.85662
7.911207,166.05652
10.453469,222.999646
15.812426,80.352306
14.439552,107.436504
16.289321,71.761615
20.706128,85.708873
14.410924,123.79089
15.669665,91.940883
11.258477,85.866867
13.924345,73.249105
18.007315,70.627085
11.145156,42.376689
7.130811,58.405657
12.027792,57.78068
21.919623,48.17969
8.047501,51.803083
7.483372,48.882113
10.843205,36.599378
14.466156,44.967486
19.178883,52.521347
16.233429,21.853196
12.595633,16.99772
8.867381,23.830687
12.501958,34.926095
8.682465,41.003809
3.787395,36.310683
3.640902,40.537454
8.192274,57.96971
13.257697,45.327634
14.707419,88.810155
11.982719,108.958407
14.152741,66.371516
5.464188,55.280333
5.190643,61.494153
4.719734,66.067496
6.931623,22.355819
12.03008,45.457955
12.696352,39.643056
12.902698,58.784945
10.465188,48.354931
5.605188,53.581368
2.365188,49.941866
12.445188,42.864992
2.365188,21.725992
3.304419,31.675992
7.061342,20.168216
4.869804,30.575369
4.070786,20.81536
14.8951,35.255099
14.8951,75.807446
10.108613,50.964584
4.766342,99.374721
2.365188,72.08445
2.365188,88.168263
2.365188,74.105838
2.365188,95.413837
2.365188,86.596341
3.574188,78.126159
8.410188,57.223931
3.171188,58.545145
2.365188,59.207126
2.365188,0
5.173853,0
4.86141,0
2.923523,0
6.635246,0
15.901473,107.87561
17.124669,454.453166
22.897242,406.648534
22.164151,234.964225
12.878973,144.328807
16.814725,123.377867
15.155198,272.02108
14.719824,580.393143
16.937801,392.125879
12.639859,297.071363
12.786246,191.127738
12.719693,137.958103
22.973367,231.218536
19.01526,347.401672
20.226989,343.936805
16.954742,95.831993
12.022239,0
22.59988,0
11.977465,0
13.697462,0
18.577789,0
30.396408,0
28.361417,0
29.533044,0
21.598874,0
19.001106,110.675948
18.879501,381.050749
21.9682,320.69035
21.489131,383.605442
12.889075,203.510651
17.925507,146.221733
18.11486,301.737924
14.655791,278.468285
20.098253,244.236739
22.528264,162.551845
13.50517,112.471652
13.743115,72.733468
15.00872,72.708413
17.024484,66.563289
19.175041,57.060129
15.421205,78.327401
11.521374,58.285343
12.253774,88.546628
15.617617,74.375668
14.551783,42.494834
9.773008,70.160536
4.878008,52.820874
9.254903,24.705398
20.269743,64.533112
18.31713,15.222878
22.15869,34.146994
14.174218,23.076726
14.555211,13.856582
11.450576,35.78272
18.739781,24.905317
18.601759,25.430718
22.296547,62.784866
13.648695,111.773598
10.58587,75.284001
15.236157,102.00362
10.560616,78.694915
5.239804,129.080406
7.737322,87.947854
3.371532,95.001545
3.371532,65.569823
3.371532,52.664203
4.831532,73.586319
8.637209,66.048942
3.765447,54.661485
9.052237,52.668054
26.292556,52.090846
23.916652,40.492153
38.173172,19.20528
16.174923,19.20528
13.64237,19.20528
11.116216,19.762493
10.140447,29.978068
12.29878,28.00528
12.737113,29.167698
3.765447,36.427202
6.183447,36.779774
9.407447,76.190359
4.254677,71.58013
15.8716,69.826817
8.137754,90.818456
5.477754,98.948531
3.765447,71.756007
3.765447,56.278765
3.765447,57.170208
5.135113,51.637987
8.284447,54.133954
7.719447,34.067461
16.662788,34.766504
15.504783,24.968542
16.327037,34.391125
10.550124,0
10.624382,0
6.972987,0
2.183421,0
4.658672,0
9.092813,0
2.672207,0
11.560149,0
23.854084,0
18.482673,397.050421
9.315518,372.456837
14.165455,266.791881
11.682832,134.759073
11.408181,257.06774
12.931615,327.535419
13.105462,390.447602
8.040535,320.481385
8.396754,284.517876
5.486726,194.943152
9.472806,221.38906
11.54802,421.057478
17.854566,351.172597
15.815725,514.531044
14.710693,264.978196
23.703496,0
23.494745,0
21.394806,0
31.997971,0
31.522371,0
11.51687,0
5.239947,0
5.729471,0
11.581152,0
16.704364,0
13.793413,197.851789
23.275704,141.465076
21.133206,130.301163
16.217827,258.724556
19.844076,394.438777
15.558938,349.616744
10.952697,266.503365
6.953657,52.704442
5.141432,32.870349
9.307875,54.576752
12.57653,38.571281
9.916484,52.630719
11.797226,42.867648
16.058271,42.47636
17.894751,42.382979
19.155308,36.071372
18.93157,30.3933
20.643878,34.149271
17.567812,39.223856
13.276704,21.885564
21.662475,23.389564
27.710395,27.707733
20.924447,31.436833
17.28824,51.304916
12.992912,62.299001
19.754617,70.414754
15.035363,87.582167
12.368274,82.664153
4.00127,94.647275
5.14527,69.179596
13.902395,80.845504
16.074914,60.583545
8.4525,55.430809
4.903736,33.333066
23.409981,62.082085
29.404236,57.517807
32.588082,58.93657
32.959881,28.476913
29.446635,45.760244
26.951994,75.749486
19.767474,60.451453
12.362856,50.334073
8.851821,11.364072
14.340802,12.394652
5.406297,16.499415
18.289609,35.146394
12.782598,63.524986
16.371737,24.275752
21.859134,33.924349
20.115592,51.482437
16.537331,70.187601
17.183998,101.079843
9.30023,84.140624
5.312404,68.620891
21.25707,82.401662
16.327404,97.174838
8.972737,53.771678
4.292404,68.390982
5.243635,46.475655
11.396719,40.312415
10.266726,79.598661
2.13886,76.29377
2.992877,68.139411
10.582877,66.501068
8.20523,98.099017
15.372198,87.944118
12.850027,0
6.840967,0
4.1595,0
3.23118,0
12.263262,0
6.378728,0
9.168803,0
3.86466,0
4.069293,0
7.2018,194.709591
6.11385,363.67394
9.80138,352.157968
11.314387,152.328086
14.297824,98.223025
13.282365,99.54202
11.751281,246.95032
13.276909,422.148168
11.805194,436.453741
25.923109,319.429816
26.876414,155.887035
23.216194,161.701084
