BuildingIndex,Year,Month,Day,Hour,Quarter,IndEnergy_1,IndEnergy_2,IndEnergy_3,IndSOC_1,IndSOC_2,IndSOC_3,EnsembleEnergy,EnsembleSOC,EnergyPImean,EnergyPImin,EnergyPImax,EnergyPIBootmin,EnergyPIBootmax,SOCPImean,SOCPImin,SOCPImax,EnergyDemand,SOCPercent
1,2018,8,8,0,0,2.44112495589744,16.0437717437744,16.7141376280528,0,-0.77971076965332,0,7.95975986320474,-0.130448031683076,3.99642362075025,0,12.2620651924541,0,16.1747642645699,0,0,0,7.342193,0
1,2018,8,8,0,1,2.44112495589744,16.0364513397217,15.1393801720238,0,-0.779861807823181,0,7.95612800784729,-0.130473300837657,4.16005167616728,0,12.1553102676117,0,15.9746061201234,0,0,0,14.25905,0
1,2018,8,8,0,2,2.44112495589744,16.034236907959,14.5535768164945,0,-0.780025005340576,0,7.95502936687022,-0.130500604288819,4.4405184272175,0,12.4016999073167,0,16.4100601406031,0,0,0,16.395562,0
1,2018,8,8,0,3,2.44112495589744,16.0341243743896,13.7829478754641,0,-0.780199885368347,0,7.95497353584727,-0.130529862260225,4.17730214573239,0,12.3149797164871,0,16.4741196441531,0,0,0,21.781514,0
1,2018,8,8,1,0,2.44112495589744,16.0328712463379,15.8989944608036,0,-0.779784440994263,0,15.1031795398872,-0.130460357127063,18.3983134026739,3.71956425239207,33.0770625529557,1.34438283523321,35.0888294169823,0,0,0,18.222172,0
1,2018,8,8,1,1,2.44112495589744,16.0331382751465,14.332395903909,0,-0.779941916465759,0,13.6149961626277,-0.130486703262187,16.2439460236973,0.67359739331992,31.8142946540746,0.0217006079229789,34.1404755286877,0,0,0,8.827297,0
1,2018,8,8,1,2,2.44112495589744,16.0339698791504,13.785655904744,0,-0.780110716819763,0,13.0956229161382,-0.130514944085303,15.5553518944492,0,31.668739393156,0.000171267399540475,34.2769230545867,0,0,0,9.232045,0
1,2018,8,8,1,3,2.44112495589744,16.0350074768066,13.3306004460396,0,-0.780291676521301,0,12.66334499376,-0.130545219204999,14.9707727219067,0,31.0666390034853,0,34.2200785034855,0,0,0,8.233715,0
1,2018,8,8,2,0,2.44112495589744,16.0342025756836,14.96137630963,0,-0.779861688613892,0,2.80085673883018,-0.130473280893573,0.830413227325998,0,3.71988266776793,0,16.8934230332967,0,0,0,13.253105,0
1,2018,8,8,2,1,2.44112495589744,16.0346260070801,13.4233709115693,0,-0.780024647712708,0,2.76239380427638,-0.130500544456567,0.975809857153588,0,3.94227003084202,0,16.5066843454936,0,0,0,15.196205,0
1,2018,8,8,2,2,2.44112495589744,16.0355110168457,13.046085520594,0,-0.780199408531189,0,2.75295852965415,-0.130529782483889,1.26260018385262,0,4.56572189085773,0,15.8740678011733,0,0,0,8.023955,0
1,2018,8,8,2,3,2.44112495589744,16.036563873291,12.8951158816402,0,-0.780386686325073,0,2.74918303227942,-0.130561114640043,1.30074145018699,0,4.46969260368427,0,13.449516885256,0,0,0,3.828755,0
1,2018,8,8,3,0,2.44112495589744,16.0357837677002,13.9865858381011,0,-0.77994179725647,0,4.98650932768376,-0.130486683318103,4.49213026777702,0,11.1463305323976,0,16.6181223910117,0,0,0,3.828755,0
1,2018,8,8,3,1,2.44112495589744,16.036205291748,12.4845044312366,0,-0.780110359191895,0,4.66806350483358,-0.13051488425305,4.36281381000349,0,10.6826610238214,0,15.1310704514574,0,0,0,3.828755,0
1,2018,8,8,3,2,2.44112495589744,16.0370807647705,12.3705443188599,0,-0.780291199684143,0,4.64390364644797,-0.130545139428662,4.40670155013286,0,10.8374280192834,0,14.6062378108727,0,0,0,3.828755,0
1,2018,8,8,3,3,2.44112495589744,16.0381259918213,12.518977555343,0,-0.780485033988953,0,4.67537198455388,-0.130577568509443,4.10655538745191,0,10.6801552909793,0,15.1169287179275,0,0,0,3.828755,0
1,2018,8,8,4,0,2.44112495589744,16.0373649597168,13.1009032575132,0,-0.780024528503418,0,9.62311762926693,-0.130500524512483,12.4275050727894,0.906619940459175,23.9483902051197,0.0425040572808702,25.7834868055592,0,0,0,10.062439,0
1,2018,8,8,4,1,2.44112495589744,16.0377807617188,11.6680129767705,0,-0.78019905090332,0,8.57060457345821,-0.130529722651637,11.5843524204203,0.989064294786616,22.1796405460539,0.0317672658945366,23.9360748433333,0,0,0,14.634654,0
1,2018,8,8,4,2,2.44112495589744,16.038646697998,11.829282941606,0,-0.780386209487915,0,8.68906356908428,-0.130561034863707,11.6345305547388,1.16661905110556,22.102442058372,0.0870643508505258,23.6398475663194,0,0,0,15.467505,0
1,2018,8,8,4,3,2.44112495589744,16.0396842956543,12.2747945329257,0,-0.780586719512939,0,9.01630897836651,-0.130594580813199,11.9589443730762,1.34795971679625,22.569929029356,0.0520663615874376,24.4299479137865,0,0,0,9.764444,0
1,2018,8,8,5,0,2.44112495589744,16.0389404296875,12.4436616760279,0,-0.780110239982605,0,12.5634539174097,-0.130514864308966,11.2820379582672,0.877130067410835,21.6869458491236,0.0415371707477452,23.0492139975909,0,0,0,9.288523,0
1,2018,8,8,5,1,2.44112495589744,16.0393486022949,11.1911129879003,0,-0.780290842056274,0,12.5637736428782,-0.13054507959641,11.4289489919521,2.17646603472424,20.6814319491799,0.477860919891257,22.1899700654607,0,0,0,9.288523,0
1,2018,8,8,5,2,2.44112495589744,16.0402050018311,11.5481468575942,0,-0.780484557151794,0,12.5644444687445,-0.130577488733107,11.5774123237115,2.38792130752118,20.7669033399018,0.688690061338921,22.1535147501568,0,0,0,9.288523,0
1,2018,8,8,5,3,2.44112495589744,16.0412349700928,12.2918997719621,0,-0.780691981315613,0,12.565251252637,-0.130612191439478,12.6057406326315,4.06737334948848,21.1441079157746,3.03939707881959,21.9456769738119,0,0,0,6.58959,0
1,2018,8,8,6,0,2.44112495589744,16.0405082702637,12.1751061011697,0,-0.780198931694031,0,11.8671848173656,-0.130529702707552,13.5635148054912,4.48194074506918,22.6450888659132,2.92740419362209,23.8922819535359,0,0,0,6.480442,0
1,2018,8,8,6,1,2.44112495589744,16.0409107208252,11.3038602037771,0,-0.780385732650757,0,11.8674213138045,-0.13056095508737,12.8197417143538,3.27951964128395,22.3599637874237,2.32492174849778,23.0647588298843,0,0,0,16.55609,0
1,2018,8,8,6,2,2.44112495589744,16.0417575836182,11.7422732687815,0,-0.780586242675781,0,11.8679189650788,-0.130594501036862,12.6907251800608,2.65419410664125,22.7272562534803,1.2097327176574,23.8066412155915,0,0,0,16.672802,0
1,2018,8,8,6,3,2.44112495589744,16.0427742004395,12.798010422961,0,-0.780800938606262,0,11.8685163707752,-0.130630420332365,13.089278606062,3.09884902942779,23.0797081826963,1.8582474729245,24.0362791174366,0,0,0,19.822988,0
1,2018,8,8,7,0,2.44112495589744,16.0420684814453,12.5254937358744,0,-0.780290722846985,0,13.4917484122657,-0.130545059652326,15.1960501089598,4.64783745231868,25.7442627656008,3.99609312596042,26.2320672534093,0,0,0,11.606114,0
1,2018,8,8,7,1,2.44112495589744,16.0424633026123,12.3156143771096,0,-0.780484080314636,0,13.4920203859238,-0.130577408956771,14.4955245126731,4.3467510088306,24.6442980165156,4.12636356366745,24.7992197735514,0,0,0,6.566786,0
1,2018,8,8,7,2,2.44112495589744,16.0432987213135,12.7468508294005,0,-0.780691504478455,0,13.4925958664178,-0.130612111663142,14.5645689551379,3.70689269554769,25.4222452147281,2.89824969820949,26.0091565070818,0,0,0,3.385891,0
1,2018,8,8,7,3,2.44112495589744,16.0443058013916,14.1267965559459,0,-0.780913710594177,0,13.4932895963284,-0.130649287435944,14.416178999243,2.68126475195836,26.1510932465276,2.06365687959359,26.5724537287285,0,0,0,14.467635,0
1,2018,8,8,8,0,2.44112495589744,16.0436172485352,13.8642336236543,0,-0.780385732650757,0,13.8642336236543,-0.13056095508737,18.694975388033,6.95570824536625,30.4342425306997,6.76512699833069,30.5644117552104,0,0,0,6.077084,0
1,2018,8,8,8,1,2.44112495589744,16.0440063476562,14.5929395290585,0,-0.780585765838623,0,14.5929395290585,-0.130594421260526,19.3914396471689,7.52385324758004,31.2590260467578,7.50814758825102,31.2426757852894,0,0,0,4.015877,0
