CargingEent,UserID,CPID,Connector,Startyear,StartMonth,StartDay,StartHour,StartQuarter,EndYear,EndMonth,EndDay,EndHour,EndQuarter,TotalKW,Cost,Site,Group,Model
4208368,0,50339,2,2018,2,11,7,50,2018,2,11,8,42,14,0,18,1,3
4212643,0,50692,2,2018,2,11,7,37,2018,2,11,7,57,8,0,10,1,3
4208350,0,50349,2,2018,2,11,7,18,2018,2,11,7,38,12,0,2,1,2
4208348,0,50339,2,2018,2,11,7,14,2018,2,11,7,47,11,0,18,1,3
4208344,0,50339,2,2018,2,11,7,9,2018,2,11,7,13,1,0,18,1,3
4208314,0,50911,2,2018,2,11,5,45,2018,2,11,6,7,11,0,3,1,3
4208310,0,50843,1,2018,2,11,5,28,2018,2,11,20,20,26,0,12,1,4
4212642,0,50692,2,2018,2,11,4,37,2018,2,11,5,30,25,0,10,1,3
4208299,0,50911,2,2018,2,11,3,57,2018,2,11,4,9,9,0,3,1,3
4212641,0,50692,2,2018,2,11,3,51,2018,2,11,4,32,16,0,10,1,3
4208295,0,50338,2,2018,2,11,3,18,2018,2,11,3,48,13,0,9,1,3
4208294,0,50268,1,2018,2,11,3,14,2018,2,11,15,18,15,0,4,1,4
4212640,0,50692,2,2018,2,11,2,51,2018,2,11,3,27,18,0,10,1,3
4208286,0,50911,2,2018,2,11,2,35,2018,2,11,3,2,19,0,3,1,3
4208285,0,50339,2,2018,2,11,2,30,2018,2,11,3,2,10,0,18,1,3
4212639,0,50692,2,2018,2,11,2,17,2018,2,11,2,50,21,0,10,1,3
4208276,0,50911,2,2018,2,11,2,8,2018,2,11,2,26,11,0,3,1,3
4208278,0,50692,2,2018,2,11,2,6,2018,2,11,2,16,4,0,10,1,3
4208272,0,50338,2,2018,2,11,2,2,2018,2,11,2,39,16,0,9,1,3
4208271,0,50692,2,2018,2,11,1,58,2018,2,11,2,5,2,0,10,1,3
4208270,0,50911,2,2018,2,11,1,50,2018,2,11,2,7,12,0,3,1,3
4208267,0,50692,2,2018,2,11,1,28,2018,2,11,1,45,9,0,10,1,3
4208239,0,50338,2,2018,2,11,1,7,2018,2,11,1,30,12,0,9,1,3
4208238,0,50349,2,2018,2,11,1,5,2018,2,11,1,31,18,0,2,1,2
4208230,0,50911,2,2018,2,11,0,57,2018,2,11,1,25,16,0,3,1,3
4208219,0,50911,2,2018,2,11,0,20,2018,2,11,0,49,13,0,3,1,3
4208210,0,50692,2,2018,2,10,23,41,2018,2,11,0,20,10,0,10,1,3
4208206,0,50911,2,2018,2,10,23,41,2018,2,11,0,1,7,0,3,1,3
4208204,0,51085,2,2018,2,10,23,30,2018,2,12,15,14,12,0,32,7,4
4208199,0,50339,2,2018,2,10,23,22,2018,2,10,23,51,10,0,18,1,3
4208197,0,51085,1,2018,2,10,23,19,2018,2,12,15,14,14,0,32,7,4
4208196,0,50692,2,2018,2,10,23,13,2018,2,10,23,40,16,0,10,1,3
4208195,0,50911,2,2018,2,10,23,13,2018,2,10,23,24,6,0,3,1,3
4208192,0,50349,2,2018,2,10,23,8,2018,2,10,23,17,6,0,2,1,2
4208185,0,50339,2,2018,2,10,22,54,2018,2,10,22,57,1,0,18,1,3
4208183,0,50911,2,2018,2,10,22,47,2018,2,10,23,7,9,0,3,1,3
4208165,0,50911,2,2018,2,10,22,26,2018,2,10,22,41,8,0,3,1,3
4208157,0,50843,2,2018,2,10,22,14,2018,2,11,5,27,12,0,12,1,4
4208153,0,50339,2,2018,2,10,22,3,2018,2,10,22,40,12,0,18,1,3
4208152,0,50692,2,2018,2,10,22,0,2018,2,10,22,30,20,0,10,1,3
4208149,0,50266,1,2018,2,10,21,54,2018,2,14,7,8,7,0,23,1,4
4208146,0,50911,2,2018,2,10,21,48,2018,2,10,22,2,7,0,3,1,3
4208143,0,50349,2,2018,2,10,21,46,2018,2,10,22,10,9,0,2,1,2
4208139,0,50267,1,2018,2,10,21,42,2018,2,11,7,38,6,0,9,6,4
4208137,0,50841,2,2018,2,10,21,38,2018,2,11,7,31,7,0,7,1,4
4208134,0,50692,2,2018,2,10,21,26,2018,2,10,21,33,3,0,10,1,3
4208116,0,50911,2,2018,2,10,21,9,2018,2,10,21,15,2,0,3,1,3
4208113,0,50841,1,2018,2,10,21,5,2018,2,11,7,3,8,0,7,1,4
4208110,0,50316,2,2018,2,10,21,1,2018,2,11,15,52,22,0,8,1,4
4208104,0,50349,2,2018,2,10,20,51,2018,2,10,20,59,1,0,2,1,2
4208099,0,50339,2,2018,2,10,20,43,2018,2,10,21,39,12,0,18,1,3
4208070,0,50692,2,2018,2,10,20,21,2018,2,10,20,49,6,0,10,1,3
4208069,0,50349,2,2018,2,10,20,20,2018,2,10,20,50,19,0,2,1,2
4208061,0,50911,2,2018,2,10,20,11,2018,2,10,20,41,15,0,3,1,3
4208047,0,50268,2,2018,2,10,20,1,2018,2,12,9,49,5,0,4,1,4
4208032,0,50692,2,2018,2,10,19,51,2018,2,10,20,19,15,0,10,1,3
4208006,0,50911,2,2018,2,10,19,41,2018,2,10,20,10,12,0,3,1,3
4208000,0,50909,2,2018,2,10,19,38,2018,2,10,23,44,10,0,33,1,1
4207962,0,50911,2,2018,2,10,19,15,2018,2,10,19,34,5,0,3,1,3
4207961,0,51087,2,2018,2,10,19,15,2018,2,10,22,25,40,0,3,1,4
4207943,0,50349,2,2018,2,10,19,3,2018,2,10,19,37,13,0,2,1,2
4207931,0,50840,1,2018,2,10,18,55,2018,2,11,6,19,20,0,22,1,4
4207920,0,50692,2,2018,2,10,18,48,2018,2,10,19,43,27,0,10,1,3
4207899,0,50911,2,2018,2,10,18,36,2018,2,10,18,57,15,0,3,1,3
4207886,0,50692,2,2018,2,10,18,27,2018,2,10,18,47,3,0,10,1,3
4207859,0,50349,2,2018,2,10,18,7,2018,2,10,18,41,23,0,2,1,2
4207812,0,50692,2,2018,2,10,17,35,2018,2,10,18,14,18,0,10,1,3
4207789,0,50908,1,2018,2,10,17,25,2018,2,11,11,31,12,0,34,4,1
4207774,0,51086,2,2018,2,10,17,14,2018,2,10,23,10,3,0,5,1,1
4207770,0,50911,2,2018,2,10,17,14,2018,2,10,17,38,7,0,3,1,3
4207756,0,50349,2,2018,2,10,17,6,2018,2,10,17,33,18,0,2,1,2
4207712,0,50692,2,2018,2,10,16,50,2018,2,10,17,25,19,0,10,1,3
4207699,0,50909,1,2018,2,10,16,43,2018,2,10,20,0,4,0,33,1,1
4207694,0,50692,2,2018,2,10,16,41,2018,2,10,16,50,5,0,10,1,3
4207667,0,50349,2,2018,2,10,16,30,2018,2,10,16,51,5,0,2,1,2
4207665,0,51087,1,2018,2,10,16,29,2018,2,10,18,44,3,0,3,1,4
4207655,0,50240,1,2018,2,10,16,26,2018,2,12,12,52,7,0,16,1,4
4207637,0,50692,2,2018,2,10,16,18,2018,2,10,16,40,5,0,10,1,3
4207613,0,50271,1,2018,2,10,16,10,2018,2,11,4,41,25,0,18,1,4
4207615,0,51085,1,2018,2,10,16,10,2018,2,10,21,31,20,0,32,7,4
4207604,0,51356,2,2018,2,10,16,6,2018,2,10,18,11,4,0,16,1,4
4207537,0,50339,2,2018,2,10,15,34,2018,2,10,16,27,6,0,18,1,3
4207534,0,50911,1,2018,2,10,15,33,2018,2,10,16,48,1,0,3,1,3
4207503,0,50315,1,2018,2,10,15,23,2018,2,10,17,8,6,0,2,1,4
4207463,0,50910,2,2018,2,10,15,5,2018,2,10,15,29,1,0,13,1,1
4207441,0,50692,2,2018,2,10,14,56,2018,2,10,15,39,9,0,10,1,3
4207432,0,50692,1,2018,2,10,14,51,2018,2,10,15,37,14,0,10,1,3
4207427,0,50339,2,2018,2,10,14,48,2018,2,10,15,4,5,0,18,1,3
4207364,0,51087,2,2018,2,10,14,23,2018,2,10,16,10,0,0,3,1,4
4207339,0,50908,1,2018,2,10,14,14,2018,2,10,16,20,5,0,34,4,1
4207336,0,50911,2,2018,2,10,14,13,2018,2,10,15,6,10,0,3,1,3
4207317,0,50349,2,2018,2,10,14,6,2018,2,10,14,47,4,0,2,1,2
4207292,0,50692,2,2018,2,10,13,58,2018,2,10,14,48,20,0,10,1,3
4207263,0,50908,1,2018,2,10,13,46,2018,2,10,14,10,1,0,34,4,1
4207228,0,50692,1,2018,2,10,13,36,2018,2,10,14,28,12,0,10,1,3
4207211,0,50910,2,2018,2,10,13,26,2018,2,10,14,31,12,0,13,1,1
4207204,0,50349,2,2018,2,10,13,25,2018,2,10,13,36,6,0,2,1,2
4207203,0,50373,2,2018,2,10,13,25,2018,2,11,7,39,13,0,28,1,4
4207195,0,50265,2,2018,2,10,13,24,2018,2,11,7,21,9,0,24,4,4
4207191,0,50373,1,2018,2,10,13,23,2018,2,11,7,38,14,0,28,1,4
4207182,0,50339,2,2018,2,10,13,20,2018,2,10,13,32,2,0,18,1,3
4207139,0,50266,2,2018,2,10,13,5,2018,2,11,16,1,6,0,23,1,4
4207134,0,50692,2,2018,2,10,13,2,2018,2,10,13,17,9,0,10,1,3
4207087,0,51088,2,2018,2,10,12,58,2018,2,11,12,40,23,0,16,1,4
4207065,0,50266,1,2018,2,10,12,53,2018,2,10,16,6,6,0,23,1,4
4207059,0,50841,1,2018,2,10,12,50,2018,2,10,15,40,8,0,7,1,4
4207034,0,50692,1,2018,2,10,12,43,2018,2,10,13,1,3,0,10,1,3
4207022,0,50692,2,2018,2,10,12,39,2018,2,10,13,1,9,0,10,1,3
4207012,0,50909,1,2018,2,10,12,36,2018,2,10,14,5,4,0,33,1,1
4207002,0,50339,2,2018,2,10,12,34,2018,2,10,12,47,4,0,18,1,3
4206993,0,50841,2,2018,2,10,12,31,2018,2,10,16,43,8,0,7,1,4
4206981,0,50264,1,2018,2,10,12,28,2018,2,11,9,34,4,0,14,4,4
4206963,0,50675,2,2018,2,10,12,22,2018,2,10,17,45,8,0,20,1,4
4206912,0,50267,1,2018,2,10,12,6,2018,2,10,15,55,14,0,9,6,4
4206906,0,50338,2,2018,2,10,12,5,2018,2,10,12,35,12,0,9,1,3
4206902,0,51087,2,2018,2,10,12,4,2018,2,10,12,48,5,0,3,1,4
4206889,0,50692,2,2018,2,10,11,59,2018,2,10,12,13,10,0,10,1,3
4206867,0,50240,2,2018,2,10,11,50,2018,2,11,9,10,10,0,16,1,4
4206857,0,50692,2,2018,2,10,11,49,2018,2,10,11,57,4,0,10,1,3
4206780,0,50339,2,2018,2,10,11,22,2018,2,10,11,31,3,0,18,1,3
4206768,0,51087,1,2018,2,10,11,18,2018,2,10,11,29,1,0,3,1,4
4206715,0,51087,2,2018,2,10,10,57,2018,2,10,11,22,2,0,3,1,4
4206688,0,50349,2,2018,2,10,10,50,2018,2,10,11,20,20,0,2,1,2
4206673,0,50911,2,2018,2,10,10,45,2018,2,10,11,2,5,0,3,1,3
4206599,0,50692,2,2018,2,10,10,23,2018,2,10,10,59,13,0,10,1,3
4206591,0,50339,2,2018,2,10,10,21,2018,2,10,10,48,4,0,18,1,3
4206578,0,51088,2,2018,2,10,10,17,2018,2,10,10,58,7,0,16,1,4
4206427,0,50349,2,2018,2,10,9,20,2018,2,10,9,47,12,0,2,1,2
4206385,0,50240,1,2018,2,10,8,58,2018,2,10,14,48,8,0,16,1,4
4206371,0,50349,1,2018,2,10,8,51,2018,2,10,11,36,1,0,2,1,2
4206364,0,51087,1,2018,2,10,8,43,2018,2,10,10,29,3,0,3,1,4
4206363,0,50911,2,2018,2,10,8,42,2018,2,10,8,59,9,0,3,1,3
4206361,0,50339,2,2018,2,10,8,40,2018,2,10,9,6,9,0,18,1,3
4206354,0,50692,2,2018,2,10,8,36,2018,2,10,9,7,18,0,10,1,3
4206336,0,51087,1,2018,2,10,8,23,2018,2,10,8,34,0,0,3,1,4
4206301,0,50911,2,2018,2,10,7,50,2018,2,10,8,19,2,0,3,1,3
4206293,0,50692,2,2018,2,10,7,29,2018,2,10,8,16,17,0,10,1,3
4206263,0,50692,2,2018,2,10,6,51,2018,2,10,7,23,15,0,10,1,3
4206251,0,50911,2,2018,2,10,6,33,2018,2,10,7,34,18,0,3,1,3
4206249,0,50339,2,2018,2,10,6,25,2018,2,10,7,18,17,0,18,1,3
4206244,0,50339,2,2018,2,10,6,9,2018,2,10,6,19,3,0,18,1,3
4206241,0,50339,2,2018,2,10,5,53,2018,2,10,6,4,3,0,18,1,3
4206237,0,50911,2,2018,2,10,5,27,2018,2,10,5,40,4,0,3,1,3
4206220,0,50271,2,2018,2,10,4,16,2018,2,10,12,45,17,0,18,1,4
4206219,0,50349,2,2018,2,10,4,12,2018,2,10,4,54,11,0,2,1,2
4206216,0,50911,2,2018,2,10,3,45,2018,2,10,4,1,12,0,3,1,3
4206212,0,50692,2,2018,2,10,3,17,2018,2,10,3,48,15,0,10,1,3
4206208,0,50692,2,2018,2,10,2,44,2018,2,10,3,1,11,0,10,1,3
4206205,0,50911,2,2018,2,10,2,37,2018,2,10,2,47,6,0,3,1,3
4206199,0,50692,2,2018,2,10,1,56,2018,2,10,2,34,16,0,10,1,3
4206197,0,50349,2,2018,2,10,1,54,2018,2,10,2,46,18,0,2,1,2
4206195,0,50911,2,2018,2,10,1,48,2018,2,10,2,8,11,0,3,1,3
4206185,0,51085,1,2018,2,10,1,27,2018,2,10,9,25,20,0,32,7,4
4206184,0,50692,2,2018,2,10,1,24,2018,2,10,1,54,17,0,10,1,3
4206183,0,51087,2,2018,2,10,1,21,2018,2,10,10,4,23,0,3,1,4
4206177,0,50843,1,2018,2,10,1,19,2018,2,10,22,13,24,0,12,1,4
4206172,0,50911,2,2018,2,10,1,7,2018,2,10,1,28,11,0,3,1,3
4206133,0,50692,2,2018,2,10,0,36,2018,2,10,1,4,12,0,10,1,3
4206129,0,51085,2,2018,2,10,0,29,2018,2,10,1,30,3,0,32,7,4
4206113,0,50911,2,2018,2,9,23,46,2018,2,10,0,6,9,0,3,1,3
4206110,0,50349,2,2018,2,9,23,39,2018,2,10,0,37,13,0,2,1,2
4206104,0,50268,1,2018,2,9,23,31,2018,2,10,20,0,13,0,4,1,4
4206099,0,51356,1,2018,2,9,23,24,2018,2,10,17,31,13,0,16,1,4
4206098,0,50911,2,2018,2,9,23,22,2018,2,9,23,37,10,0,3,1,3
4206082,0,50911,2,2018,2,9,22,53,2018,2,9,23,13,11,0,3,1,3
4206078,0,50339,2,2018,2,9,22,40,2018,2,9,22,56,5,0,18,1,3
4206073,0,50911,2,2018,2,9,22,29,2018,2,9,22,53,12,0,3,1,3
4206049,0,50316,2,2018,2,9,22,3,2018,2,10,7,0,25,0,8,1,4
4206044,0,50266,1,2018,2,9,21,58,2018,2,10,6,58,6,0,23,1,4
4206042,0,50265,1,2018,2,9,21,51,2018,2,10,7,25,15,0,24,4,4
4206041,0,50373,2,2018,2,9,21,50,2018,2,10,7,18,10,0,28,1,4
4206036,0,50373,1,2018,2,9,21,48,2018,2,10,7,34,10,0,28,1,4
4206027,0,50911,2,2018,2,9,21,38,2018,2,9,21,53,5,0,3,1,3
4206025,0,50267,2,2018,2,9,21,36,2018,2,10,7,34,0,0,9,6,4
4206021,0,50316,1,2018,2,9,21,30,2018,2,11,7,0,18,0,8,1,4
4206000,0,50842,2,2018,2,9,21,16,2018,2,10,12,13,20,0,30,1,4
4205994,0,50841,1,2018,2,9,21,8,2018,2,10,6,55,6,0,7,1,4
4205993,0,50911,2,2018,2,9,21,8,2018,2,9,21,35,14,0,3,1,3
4205986,0,50692,2,2018,2,9,21,4,2018,2,9,21,27,8,0,10,1,3
4205984,0,50339,2,2018,2,9,21,2,2018,2,9,21,15,4,0,18,1,3
4205958,0,50911,2,2018,2,9,20,49,2018,2,9,21,7,7,0,3,1,3
4205956,0,50349,2,2018,2,9,20,47,2018,2,9,21,24,20,0,2,1,2
4205934,0,50271,1,2018,2,9,20,21,2018,2,10,4,12,25,0,18,1,4
4205932,0,50841,2,2018,2,9,20,20,2018,2,10,8,4,9,0,7,1,4
4205898,0,50339,2,2018,2,9,19,47,2018,2,9,20,43,16,0,18,1,3
4205892,0,50692,2,2018,2,9,19,42,2018,2,9,20,15,16,0,10,1,3
4205878,0,50911,2,2018,2,9,19,34,2018,2,9,19,36,1,0,3,1,3
4205791,0,50349,1,2018,2,9,19,3,2018,2,9,20,11,11,0,2,1,2
4205769,0,50911,2,2018,2,9,18,57,2018,2,9,19,22,8,0,3,1,3
4205758,0,50316,1,2018,2,9,18,53,2018,2,9,19,58,3,0,8,1,4
4205751,0,50676,2,2018,2,9,18,47,2018,2,9,23,30,9,0,20,1,4
4205750,0,50692,2,2018,2,9,18,47,2018,2,9,19,41,15,0,10,1,3
4205736,0,50911,2,2018,2,9,18,40,2018,2,9,18,51,5,0,3,1,3
4205718,0,50339,2,2018,2,9,18,34,2018,2,9,19,27,17,0,18,1,3
4205705,0,51087,1,2018,2,9,18,27,2018,2,10,7,29,6,0,3,1,4
4205702,0,50349,2,2018,2,9,18,26,2018,2,9,19,8,9,0,2,1,2
4205691,0,50911,2,2018,2,9,18,23,2018,2,9,18,38,10,0,3,1,3
4205674,0,50911,2,2018,2,9,18,12,2018,2,9,18,21,4,0,3,1,3
4205648,0,50911,2,2018,2,9,18,2,2018,2,9,18,8,2,0,3,1,3
4205647,0,50841,2,2018,2,9,18,0,2018,2,9,18,49,2,0,7,1,4
4205637,0,50692,2,2018,2,9,17,57,2018,2,9,18,38,6,0,10,1,3
4205629,0,50316,1,2018,2,9,17,54,2018,2,9,18,20,1,0,8,1,4
4205592,0,50909,2,2018,2,9,17,40,2018,2,10,14,35,5,0,33,1,1
4205589,0,50264,1,2018,2,9,17,40,2018,2,10,11,42,9,0,14,4,4
4205576,0,51087,1,2018,2,9,17,32,2018,2,9,18,10,4,0,3,1,4
4205562,0,50911,2,2018,2,9,17,27,2018,2,9,17,45,8,0,3,1,3
4205541,0,50911,2,2018,2,9,17,15,2018,2,9,17,27,4,0,3,1,3
4205522,0,50692,2,2018,2,9,17,9,2018,2,9,17,49,7,0,10,1,3
4205450,0,50692,2,2018,2,9,16,46,2018,2,9,17,0,10,0,10,1,3
4205428,0,50630,2,2018,2,9,16,40,2018,2,12,9,21,22,0,27,1,1
4205419,0,50911,2,2018,2,9,16,38,2018,2,9,16,43,2,0,3,1,3
4205449,0,50692,2,2018,2,9,16,33,2018,2,9,16,45,8,0,10,1,3
4205401,0,50238,1,2018,2,9,16,30,2018,2,12,14,30,0,0,18,1,4
4205372,0,50240,2,2018,2,9,16,18,2018,2,10,9,8,10,0,16,1,4
4205366,0,50911,2,2018,2,9,16,17,2018,2,9,16,19,1,0,3,1,3
4205340,0,50692,2,2018,2,9,16,9,2018,2,9,16,26,4,0,10,1,3
4205337,0,51202,2,2018,2,9,16,7,2018,2,12,9,55,8,0,17,1,6
4205321,0,51088,1,2018,2,9,16,1,2018,2,10,8,17,15,0,16,1,4
4205313,0,50676,1,2018,2,9,15,59,2018,2,9,17,3,4,0,20,1,4
4205302,0,50264,1,2018,2,9,15,55,2018,2,9,17,17,1,0,14,4,4
4205296,0,50911,2,2018,2,9,15,52,2018,2,9,16,17,7,0,3,1,3
4205244,0,51087,1,2018,2,9,15,33,2018,2,9,16,5,2,0,3,1,4
4205237,0,50272,2,2018,2,9,15,30,2018,2,12,7,6,16,0,18,1,4
4205234,0,50273,2,2018,2,9,15,28,2018,2,12,7,5,14,0,18,4,4
4205214,0,50272,1,2018,2,9,15,22,2018,2,12,8,19,16,0,18,1,4
4205209,0,51198,1,2018,2,9,15,20,2018,2,12,15,17,3,0,17,1,6
4205204,0,50270,2,2018,2,9,15,19,2018,2,12,8,8,13,0,18,1,4
4205188,0,50270,1,2018,2,9,15,13,2018,2,14,11,20,14,0,18,1,4
4205166,0,50692,2,2018,2,9,15,5,2018,2,9,15,31,4,0,10,1,3
4205161,0,51202,1,2018,2,9,15,3,2018,2,12,9,56,0,0,17,1,6
4205159,0,51199,1,2018,2,9,15,3,2018,2,12,10,25,14,0,17,1,6
4205157,0,51087,2,2018,2,9,15,3,2018,2,9,19,5,22,0,3,1,4
4205115,0,50339,2,2018,2,9,14,52,2018,2,9,15,17,8,0,18,1,3
4205078,0,50230,2,2018,2,9,14,41,2018,2,12,7,30,9,0,29,1,4
4205075,0,50911,2,2018,2,9,14,41,2018,2,9,14,48,3,0,3,1,3
4205052,0,51199,2,2018,2,9,14,28,2018,2,12,9,6,3,0,17,1,6
4205051,0,50692,2,2018,2,9,14,28,2018,2,9,14,47,5,0,10,1,3
4205046,0,50692,2,2018,2,9,14,27,2018,2,9,14,27,0,0,10,1,3
4205043,0,51356,2,2018,2,9,14,26,2018,2,9,16,46,7,0,16,1,4
4205036,0,50349,2,2018,2,9,14,24,2018,2,9,14,55,12,0,2,1,2
4205032,0,50692,2,2018,2,9,14,23,2018,2,9,14,24,0,0,10,1,3
4205015,0,51200,1,2018,2,9,14,18,2018,2,12,9,57,12,0,17,1,6
4205012,0,51087,1,2018,2,9,14,17,2018,2,9,14,25,1,0,3,1,4
4205008,0,51086,2,2018,2,9,14,15,2018,2,10,15,58,8,0,5,1,1
4205001,0,50677,1,2018,2,9,14,14,2018,2,12,11,27,3,0,20,1,4
4204987,0,50339,2,2018,2,9,14,12,2018,2,9,14,16,1,0,18,1,3
4204978,0,50676,1,2018,2,9,14,9,2018,2,9,14,57,3,0,20,1,4
4204971,0,50263,1,2018,2,9,14,7,2018,2,10,12,57,1,0,14,4,4
4204948,0,50269,1,2018,2,9,13,59,2018,2,10,9,43,6,0,15,1,4
4204943,0,50692,2,2018,2,9,13,58,2018,2,9,14,22,13,0,10,1,3
4204813,0,50910,2,2018,2,9,13,33,2018,2,9,14,55,4,0,13,1,1
4204809,0,50373,2,2018,2,9,13,32,2018,2,9,16,11,7,0,28,1,4
4204789,0,50373,1,2018,2,9,13,27,2018,2,9,15,53,7,0,28,1,4
4204778,0,50692,2,2018,2,9,13,22,2018,2,9,13,57,7,0,10,1,3
4204743,0,50236,2,2018,2,9,13,14,2018,2,12,8,18,0,0,18,1,4
4204739,0,50911,2,2018,2,9,13,13,2018,2,9,13,35,5,0,3,1,3
4204737,0,50349,2,2018,2,9,13,13,2018,2,9,14,3,11,0,2,1,2
4204701,0,51356,2,2018,2,9,13,4,2018,2,9,13,53,3,0,16,1,4
4204692,0,50267,1,2018,2,9,13,2,2018,2,9,16,6,5,0,9,6,4
4204626,0,50911,2,2018,2,9,12,59,2018,2,9,13,11,3,0,3,1,3
4204621,0,50339,2,2018,2,9,12,57,2018,2,9,13,7,3,0,18,1,3
4204619,0,50909,1,2018,2,9,12,56,2018,2,9,17,0,9,0,33,1,1
4204611,0,50269,2,2018,2,9,12,54,2018,2,12,7,17,9,0,15,1,4
4204610,0,50269,1,2018,2,9,12,54,2018,2,9,13,47,5,0,15,1,4
4204606,0,50349,1,2018,2,9,12,53,2018,2,9,14,55,24,0,2,1,2
4204595,0,51198,2,2018,2,9,12,49,2018,2,12,10,25,6,0,17,1,6
4204563,0,50271,2,2018,2,9,12,41,2018,2,9,13,18,3,0,18,1,4
4204520,0,50910,1,2018,2,9,12,29,2018,2,11,13,55,21,0,13,1,1
4204517,0,50908,1,2018,2,9,12,28,2018,2,9,14,33,7,0,34,4,1
4204511,0,51198,1,2018,2,9,12,26,2018,2,9,13,10,2,0,17,1,6
4204508,0,51201,1,2018,2,9,12,25,2018,2,12,11,11,3,0,17,1,6
4204486,0,50230,2,2018,2,9,12,21,2018,2,9,13,2,4,0,29,1,4
4204483,0,50339,2,2018,2,9,12,21,2018,2,9,12,46,6,0,18,1,3
4204470,0,51085,1,2018,2,9,12,16,2018,2,9,14,26,7,0,32,7,4
4204442,0,51356,1,2018,2,9,12,8,2018,2,9,15,41,6,0,16,1,4
4204433,0,50692,2,2018,2,9,12,4,2018,2,9,12,29,14,0,10,1,3
4204424,0,50911,2,2018,2,9,12,1,2018,2,9,12,25,5,0,3,1,3
4204401,0,50349,1,2018,2,9,11,54,2018,2,9,12,50,11,0,2,1,2
4204391,0,50338,2,2018,2,9,11,51,2018,2,9,12,14,10,0,9,1,3
4204382,0,50349,1,2018,2,9,11,49,2018,2,9,11,53,1,0,2,1,2
4204380,0,50240,1,2018,2,9,11,48,2018,2,10,7,52,12,0,16,1,4
4204363,0,51356,2,2018,2,9,11,44,2018,2,9,12,45,4,0,16,1,4
4204348,0,50692,2,2018,2,9,11,38,2018,2,9,12,2,2,0,10,1,3
4204346,0,51198,1,2018,2,9,11,37,2018,2,9,12,19,3,0,17,1,6
4204335,0,50266,2,2018,2,9,11,34,2018,2,10,7,34,7,0,23,1,4
4204327,0,50911,2,2018,2,9,11,29,2018,2,9,11,45,3,0,3,1,3
4204319,0,50240,2,2018,2,9,11,26,2018,2,9,14,7,5,0,16,1,4
4204312,0,50677,2,2018,2,9,11,24,2018,2,9,17,30,10,0,20,1,4
4204303,0,50349,2,2018,2,9,11,22,2018,2,9,11,34,6,0,2,1,2
4204290,0,50339,2,2018,2,9,11,19,2018,2,9,11,54,9,0,18,1,3
4204287,0,51201,1,2018,2,9,11,18,2018,2,9,12,12,2,0,17,1,6
4204285,0,50264,2,2018,2,9,11,17,2018,2,13,13,50,3,0,14,4,4
4204278,0,50911,2,2018,2,9,11,13,2018,2,9,11,28,7,0,3,1,3
4204270,0,50692,2,2018,2,9,11,9,2018,2,9,11,36,4,0,10,1,3
4204262,0,51201,2,2018,2,9,11,7,2018,2,9,13,18,8,0,17,1,6
4204230,0,50908,2,2018,2,9,10,56,2018,2,11,12,2,24,0,34,4,1
4204228,0,50911,2,2018,2,9,10,56,2018,2,9,11,12,3,0,3,1,3
4204217,0,50263,1,2018,2,9,10,54,2018,2,9,13,41,5,0,14,4,4
4204204,0,50910,2,2018,2,9,10,51,2018,2,9,13,29,8,0,13,1,1
4204199,0,51086,1,2018,2,9,10,49,2018,2,9,13,51,14,0,5,1,1
4204191,0,50841,1,2018,2,9,10,47,2018,2,9,15,48,9,0,7,1,4
4204190,0,50266,1,2018,2,9,10,46,2018,2,9,16,3,4,0,23,1,4
4204165,0,51085,1,2018,2,9,10,34,2018,2,9,11,27,1,0,32,7,4
4204161,0,50339,2,2018,2,9,10,32,2018,2,9,10,52,5,0,18,1,3
4204126,0,50842,1,2018,2,9,10,18,2018,2,9,10,51,2,0,30,1,4
4204121,0,50911,2,2018,2,9,10,17,2018,2,9,10,27,3,0,3,1,3
4204115,0,51087,2,2018,2,9,10,16,2018,2,9,10,40,3,0,3,1,4
4204103,0,51356,2,2018,2,9,10,10,2018,2,9,10,36,3,0,16,1,4
4204076,0,50908,1,2018,2,9,10,2,2018,2,9,12,11,7,0,34,4,1
4204069,0,50240,2,2018,2,9,10,1,2018,2,9,10,26,1,0,16,1,4
4204068,0,50677,2,2018,2,9,10,1,2018,2,9,11,14,4,0,20,1,4
4204055,0,50339,2,2018,2,9,9,59,2018,2,9,10,15,5,0,18,1,3
4204001,0,51202,2,2018,2,9,9,42,2018,2,9,11,40,1,0,17,1,6
4203993,0,50911,2,2018,2,9,9,40,2018,2,9,9,58,7,0,3,1,3
4203974,0,50339,2,2018,2,9,9,35,2018,2,9,9,43,3,0,18,1,3
4203971,0,51088,2,2018,2,9,9,34,2018,2,9,17,15,5,0,16,1,4
4203963,0,51088,1,2018,2,9,9,33,2018,2,9,14,35,7,0,16,1,4
4203959,0,50630,2,2018,2,9,9,31,2018,2,9,12,10,9,0,27,1,1
4203954,0,50230,2,2018,2,9,9,30,2018,2,9,10,10,4,0,29,1,4
4203929,0,50911,2,2018,2,9,9,24,2018,2,9,9,39,4,0,3,1,3
4203915,0,51201,2,2018,2,9,9,19,2018,2,9,9,20,0,0,17,1,6
4203905,0,50263,2,2018,2,9,9,17,2018,2,13,10,32,5,0,14,4,4
4203890,0,50338,2,2018,2,9,9,13,2018,2,9,9,26,9,0,9,1,3
